season,week,contestant,judge_score_norm,fan_vote_norm,total_score,is_eliminated
7,5,Toni Braxton,0.11282051282051282,0.105982905982906,0.1094017094017094,True
7,5,Lance Bass,0.1076923076923077,0.11111111111111112,0.1094017094017094,False
7,5,Brooke Burke,0.14871794871794872,0.14871794871794872,0.14871794871794872,False
7,6,Cloris Leachman,0.09375,0.09375,0.09375,True
7,6,Susan Lucci,0.14375,0.14375,0.14375,False
7,6,Cody Linley,0.14375,0.14375,0.14375,False
7,6,Maurice Greene,0.13125,0.13125000000000003,0.13125000000000003,False
7,6,Warren Sapp,0.15625,0.15625,0.15625,False
7,6,Lance Bass,0.16875,0.16875000000000007,0.16875000000000004,False
7,6,Brooke Burke,0.1625,0.1624999999999998,0.16249999999999992,False
7,7,Susan Lucci,0.16326530612244897,0.14058956916099774,0.15192743764172334,True
7,7,Cody Linley,0.14965986394557823,0.15419501133786848,0.15192743764172334,False
7,7,Maurice Greene,0.17006802721088435,0.17006802721088435,0.17006802721088435,False
7,7,Warren Sapp,0.14285714285714285,0.16099773242630386,0.15192743764172334,False
7,7,Lance Bass,0.17006802721088435,0.17006802721088435,0.17006802721088435,False
7,7,Brooke Burke,0.20408163265306123,0.20408163265306123,0.20408163265306123,False
7,8,Cody Linley,0.18823529411764706,0.18823529411764706,0.18823529411764706,False
7,8,Maurice Greene,0.18823529411764706,0.18823529411764706,0.18823529411764706,True
7,8,Warren Sapp,0.21176470588235294,0.21176470588235294,0.21176470588235294,False
7,8,Lance Bass,0.19607843137254902,0.19607843137254902,0.19607843137254902,False
7,8,Brooke Burke,0.21568627450980393,0.2156862745098039,0.21568627450980393,False
7,9,Cody Linley,0.22885572139303484,0.22885572139303484,0.22885572139303484,True
7,9,Warren Sapp,0.24378109452736318,0.24378109452736307,0.24378109452736313,False
7,9,Lance Bass,0.2835820895522388,0.2835820895522388,0.2835820895522388,False
7,9,Brooke Burke,0.24378109452736318,0.24378109452736324,0.2437810945273632,False
7,10,Warren Sapp,0.3235294117647059,0.3235294117647059,0.3235294117647059,False
7,10,Lance Bass,0.3235294117647059,0.3235294117647059,0.3235294117647059,False
7,10,Brooke Burke,0.35294117647058826,0.35294117647058826,0.35294117647058826,False
8,1,Gilles Marini,0.09876543209876543,0.09876543209876554,0.09876543209876548,False
8,1,Denise Richards,0.07407407407407407,0.07407407407407407,0.07407407407407407,False
8,1,David Alan Grier,0.07818930041152264,0.07818930041152264,0.07818930041152264,False
8,1,Lawrence Taylor,0.06584362139917696,0.06584362139917696,0.06584362139917696,False
8,1,Ty Murray,0.05761316872427984,0.05761316872427984,0.05761316872427984,False
8,1,Shawn Johnson,0.09465020576131687,0.09465020576131689,0.09465020576131689,False
8,1,Steve Wozniak,0.053497942386831275,0.053497942386831275,0.053497942386831275,False
8,1,Belinda Carlisle,0.06995884773662552,0.06995884773662553,0.06995884773662553,False
8,1,Chuck Wicks,0.0823045267489712,0.0823045267489712,0.0823045267489712,False
8,1,Lil' Kim,0.08641975308641975,0.08641975308641975,0.08641975308641975,False
8,1,Steve-O,0.06995884773662552,0.06995884773662553,0.06995884773662553,False
8,1,Holly Madison,0.07407407407407407,0.07407407407407407,0.07407407407407407,False
8,1,Melissa Rycroft,0.09465020576131687,0.09465020576131689,0.09465020576131689,False
8,2,Gilles Marini,0.1018867924528302,0.10188679245283014,0.10188679245283017,False
8,2,Denise Richards,0.07924528301886792,0.07924528301886792,0.07924528301886792,False
8,2,David Alan Grier,0.06415094339622641,0.06415094339622641,0.06415094339622641,False
8,2,Lawrence Taylor,0.07547169811320754,0.0754716981132075,0.07547169811320753,False
8,2,Ty Murray,0.07547169811320754,0.07547169811320754,0.07547169811320754,False
8,2,Shawn Johnson,0.09056603773584905,0.09056603773584906,0.09056603773584906,False
8,2,Steve Wozniak,0.06415094339622641,0.0641509433962264,0.0641509433962264,False
8,2,Belinda Carlisle,0.06792452830188679,0.05283018867924538,0.06037735849056609,True
8,2,Chuck Wicks,0.07547169811320754,0.07547169811320753,0.07547169811320753,False
8,2,Lil' Kim,0.08679245283018867,0.08679245283018867,0.08679245283018867,False
8,2,Steve-O,0.052830188679245285,0.06792452830188689,0.06037735849056609,False
8,2,Holly Madison,0.06792452830188679,0.06792452830188678,0.06792452830188678,False
8,2,Melissa Rycroft,0.09811320754716982,0.09811320754716982,0.09811320754716982,False
8,3,Gilles Marini,0.1062992125984252,0.10629921259842523,0.10629921259842522,False
8,3,Denise Richards,0.06299212598425197,0.03937007874015742,0.05118110236220469,True
8,3,David Alan Grier,0.09448818897637795,0.09448818897637795,0.09448818897637795,False
8,3,Lawrence Taylor,0.07874015748031496,0.0787401574803149,0.07874015748031493,False
8,3,Ty Murray,0.09055118110236221,0.09055118110236221,0.09055118110236221,False
8,3,Shawn Johnson,0.1062992125984252,0.10629921259842512,0.10629921259842516,False
8,3,Steve Wozniak,0.03937007874015748,0.06299212598425191,0.051181102362204696,False
8,3,Chuck Wicks,0.09055118110236221,0.09055118110236221,0.09055118110236221,False
8,3,Lil' Kim,0.0984251968503937,0.0984251968503937,0.0984251968503937,False
8,3,Steve-O,0.05905511811023622,0.05905511811023639,0.05905511811023631,False
8,3,Holly Madison,0.06692913385826772,0.06692913385826772,0.06692913385826772,False
8,3,Melissa Rycroft,0.1062992125984252,0.1062992125984252,0.1062992125984252,False
8,4,Gilles Marini,0.12396694214876033,0.12396694214876035,0.12396694214876033,False
8,4,David Alan Grier,0.09090909090909091,0.09090909090909091,0.09090909090909091,False
8,4,Lawrence Taylor,0.07851239669421488,0.07851239669421488,0.07851239669421488,False
8,4,Ty Murray,0.10330578512396695,0.10330578512396689,0.10330578512396692,False
8,4,Shawn Johnson,0.10330578512396695,0.10330578512396692,0.10330578512396693,False
8,4,Steve Wozniak,0.049586776859504134,0.049586776859504134,0.049586776859504134,True
8,4,Chuck Wicks,0.09090909090909091,0.09090909090909091,0.09090909090909091,False
8,4,Lil' Kim,0.1115702479338843,0.1115702479338843,0.1115702479338843,False
8,4,Steve-O,0.06198347107438017,0.06611570247933882,0.06404958677685949,False
8,4,Holly Madison,0.06611570247933884,0.06198347107438013,0.06404958677685949,True
8,4,Melissa Rycroft,0.11983471074380166,0.1198347107438016,0.11983471074380163,False
8,5,Gilles Marini,0.1380952380952381,0.13809523809523808,0.1380952380952381,False
8,5,David Alan Grier,0.10476190476190476,0.08571428571428567,0.09523809523809522,True
8,5,Lawrence Taylor,0.09523809523809523,0.09523809523809523,0.09523809523809523,False
8,5,Ty Murray,0.1,0.1,0.1,False
8,5,Shawn Johnson,0.12380952380952381,0.12380952380952379,0.1238095238095238,False
8,5,Chuck Wicks,0.10952380952380952,0.10952380952380969,0.1095238095238096,False
8,5,Lil' Kim,0.12380952380952381,0.12380952380952379,0.1238095238095238,False
8,5,Steve-O,0.08571428571428572,0.10476190476190472,0.09523809523809522,False
8,5,Melissa Rycroft,0.11904761904761904,0.11904761904761904,0.11904761904761904,False
8,6,Gilles Marini,0.13978494623655913,0.13978494623655913,0.13978494623655913,False
8,6,Lawrence Taylor,0.11827956989247312,0.11827956989247312,0.11827956989247312,False
8,6,Ty Murray,0.0967741935483871,0.09677419354838712,0.09677419354838711,False
8,6,Shawn Johnson,0.13978494623655913,0.13978494623655913,0.13978494623655913,False
8,6,Chuck Wicks,0.12365591397849462,0.12365591397849462,0.12365591397849462,False
8,6,Lil' Kim,0.15053763440860216,0.15053763440860213,0.15053763440860213,False
8,6,Steve-O,0.08602150537634409,0.08602150537634409,0.08602150537634409,True
8,6,Melissa Rycroft,0.14516129032258066,0.14516129032258063,0.14516129032258063,False
8,7,Gilles Marini,0.14835164835164835,0.14835164835164835,0.14835164835164835,False
8,7,Lawrence Taylor,0.11538461538461539,0.11538461538461539,0.11538461538461539,True
8,7,Ty Murray,0.13186813186813187,0.13186813186813187,0.13186813186813187,False
8,7,Shawn Johnson,0.15384615384615385,0.15384615384615383,0.15384615384615385,False
8,7,Chuck Wicks,0.14835164835164835,0.14835164835164835,0.14835164835164835,False
8,7,Lil' Kim,0.14285714285714285,0.14285714285714282,0.14285714285714285,False
8,7,Melissa Rycroft,0.15934065934065933,0.15934065934065936,0.15934065934065933,False
8,8,Gilles Marini,0.1762820512820513,0.1762820512820513,0.1762820512820513,False
8,8,Ty Murray,0.16666666666666666,0.16666666666666666,0.16666666666666666,False
8,8,Shawn Johnson,0.16666666666666666,0.16666666666666666,0.16666666666666666,False
8,8,Chuck Wicks,0.16346153846153846,0.14743589743589744,0.15544871794871795,True
8,8,Lil' Kim,0.1794871794871795,0.1794871794871795,0.1794871794871795,False
8,8,Melissa Rycroft,0.14743589743589744,0.16346153846153846,0.15544871794871795,False
8,9,Gilles Marini,0.20973782771535582,0.20973782771535582,0.20973782771535582,False
8,9,Ty Murray,0.17228464419475656,0.19475655430711605,0.1835205992509363,False
8,9,Shawn Johnson,0.20973782771535582,0.20973782771535582,0.20973782771535582,False
8,9,Lil' Kim,0.1947565543071161,0.1722846441947565,0.1835205992509363,True
8,9,Melissa Rycroft,0.21348314606741572,0.21348314606741572,0.21348314606741572,False
8,10,Gilles Marini,0.273972602739726,0.273972602739726,0.273972602739726,False
8,10,Ty Murray,0.2191780821917808,0.2191780821917808,0.2191780821917808,True
8,10,Shawn Johnson,0.2557077625570776,0.2557077625570776,0.2557077625570776,False
8,10,Melissa Rycroft,0.2511415525114155,0.25114155251141557,0.25114155251141557,False
8,11,Gilles Marini,0.3314285714285714,0.3314285714285714,0.3314285714285714,False
8,11,Shawn Johnson,0.34285714285714286,0.34285714285714286,0.34285714285714286,False
8,11,Melissa Rycroft,0.32571428571428573,0.32571428571428573,0.32571428571428573,False
9,1,Ashley Hamiliton,0.046797967676719905,0.046797967676719905,0.046797967676719905,True
9,1,Debi Mazar,0.05418740566465287,0.05418740566465287,0.05418740566465287,False
9,1,Melissa Joan Hart,0.05911353345234858,0.0591135334523486,0.059113533452348585,False
9,1,Mark Dacascos,0.0714283603088091,0.071428360308809,0.07142836030880906,False
9,1,Chuck Liddell,0.05418740566465287,0.05418740566465287,0.05418740566465287,False
9,1,Natalie Coughlin,0.06650223252111338,0.06650223252111338,0.06650223252111338,False
9,1,Louie Vito,0.06650223252111338,0.06650223252111338,0.06650223252111338,False
9,1,Michael Irvin,0.046798213983109294,0.046798213983109155,0.046798213983109224,False
9,1,Joanna Krupa,0.08374392608443776,0.08374392608443781,0.08374392608443779,False
9,1,Kathy Ireland,0.04926103157056776,0.04926103157056774,0.049261031570567756,False
9,1,Tom DeLay,0.04926103157056776,0.049261031570567854,0.04926103157056781,False
9,1,Macy Gray,0.046797967676719905,0.04679796767672004,0.04679796767671997,True
9,1,Aaron Carter,0.07881779829674204,0.07881779829674204,0.07881779829674204,False
9,1,Mya,0.07635473440289418,0.07635473440289411,0.07635473440289414,False
9,1,Donny Osmond,0.07389167050904633,0.07389167050904633,0.07389167050904633,False
9,1,Kelly Osbourne,0.07635448809650482,0.07635448809650482,0.07635448809650482,False
9,2,Debi Mazar,0.07142857142857142,0.0714285714285715,0.07142857142857145,False
9,2,Melissa Joan Hart,0.06462585034013606,0.06462585034013611,0.06462585034013608,False
9,2,Mark Dacascos,0.07142857142857142,0.07142857142857145,0.07142857142857144,False
9,2,Chuck Liddell,0.06462585034013606,0.06462585034013602,0.06462585034013604,False
9,2,Natalie Coughlin,0.07142857142857142,0.07142857142857142,0.07142857142857142,False
9,2,Louie Vito,0.06462585034013606,0.0646258503401361,0.06462585034013607,False
9,2,Michael Irvin,0.06802721088435375,0.06802721088435375,0.06802721088435375,False
9,2,Joanna Krupa,0.06802721088435375,0.06802721088435378,0.06802721088435376,False
9,2,Kathy Ireland,0.061224489795918366,0.06122448979591832,0.06122448979591834,True
9,2,Tom DeLay,0.061224489795918366,0.06122448979591832,0.06122448979591834,False
9,2,Aaron Carter,0.09183673469387756,0.09183673469387756,0.09183673469387756,False
9,2,Mya,0.09183673469387756,0.09183673469387756,0.09183673469387756,False
9,2,Donny Osmond,0.08503401360544217,0.08503401360544217,0.08503401360544217,False
9,2,Kelly Osbourne,0.06462585034013606,0.06462585034013606,0.06462585034013606,False
9,3,Debi Mazar,0.06589147286821706,0.052971576227390016,0.05943152454780354,True
9,3,Melissa Joan Hart,0.07364341085271318,0.07364341085271321,0.0736434108527132,False
9,3,Mark Dacascos,0.06976744186046512,0.06976744186046505,0.06976744186046507,False
9,3,Chuck Liddell,0.06589147286821706,0.06589147286821725,0.06589147286821716,False
9,3,Natalie Coughlin,0.10077519379844961,0.10077519379844961,0.10077519379844961,False
9,3,Louie Vito,0.07751937984496124,0.07751937984496132,0.07751937984496128,False
9,3,Michael Irvin,0.05426356589147287,0.06459948320413433,0.0594315245478036,False
9,3,Joanna Krupa,0.08914728682170543,0.08914728682170542,0.08914728682170542,False
9,3,Tom DeLay,0.05813953488372093,0.06072351421188621,0.059431524547803566,False
9,3,Aaron Carter,0.08139534883720931,0.08139534883720934,0.08139534883720932,False
9,3,Mya,0.10465116279069768,0.10465116279069764,0.10465116279069767,False
9,3,Donny Osmond,0.08139534883720931,0.08139534883720934,0.08139534883720932,False
9,3,Kelly Osbourne,0.07751937984496124,0.07751937984496121,0.07751937984496123,False
9,4,Melissa Joan Hart,0.11570247933884298,0.11570247933884294,0.11570247933884295,False
9,4,Mark Dacascos,0.09090909090909091,0.09090909090909086,0.09090909090909088,False
9,4,Chuck Liddell,0.07024793388429752,0.06473829201101927,0.06749311294765839,True
9,4,Natalie Coughlin,0.09917355371900827,0.09917355371900827,0.09917355371900827,False
9,4,Louie Vito,0.06611570247933884,0.06887052341597805,0.06749311294765845,False
9,4,Michael Irvin,0.06611570247933884,0.06887052341597803,0.06749311294765845,False
9,4,Joanna Krupa,0.10743801652892562,0.10743801652892562,0.10743801652892562,False
9,4,Aaron Carter,0.0743801652892562,0.07438016528925617,0.07438016528925619,False
9,4,Mya,0.11570247933884298,0.11570247933884296,0.11570247933884298,False
9,4,Donny Osmond,0.09917355371900827,0.09917355371900832,0.0991735537190083,False
9,4,Kelly Osbourne,0.09504132231404959,0.0950413223140496,0.0950413223140496,False
9,5,Melissa Joan Hart,0.09504132231404959,0.09504132231404959,0.09504132231404959,False
9,5,Mark Dacascos,0.10743801652892562,0.10743801652892572,0.10743801652892568,False
9,5,Natalie Coughlin,0.09090909090909091,0.08677685950413218,0.08884297520661155,True
9,5,Louie Vito,0.09090909090909091,0.09090909090909095,0.09090909090909094,False
9,5,Michael Irvin,0.08677685950413223,0.09090909090909086,0.08884297520661155,False
9,5,Joanna Krupa,0.09917355371900827,0.09917355371900825,0.09917355371900827,False
9,5,Aaron Carter,0.09917355371900827,0.09917355371900823,0.09917355371900824,False
9,5,Mya,0.1115702479338843,0.1115702479338843,0.1115702479338843,False
9,5,Donny Osmond,0.11983471074380166,0.11983471074380177,0.11983471074380171,False
9,5,Kelly Osbourne,0.09917355371900827,0.0991735537190082,0.09917355371900824,False
9,6,Melissa Joan Hart,0.09230762721870961,0.08717940433896376,0.08974351577883669,True
9,6,Mark Dacascos,0.12307734911390078,0.12307734911390078,0.12307734911390078,False
9,6,Louie Vito,0.09230801183542559,0.08717901972224779,0.08974351577883669,True
9,6,Michael Irvin,0.08461490828237482,0.09487212327529854,0.08974351577883669,False
9,6,Joanna Krupa,0.13846163313642237,0.1384616331364223,0.13846163313642235,False
9,6,Aaron Carter,0.12692274704027823,0.12692274704027823,0.12692274704027823,False
9,6,Mya,0.12692351627371018,0.12692351627371018,0.12692351627371018,False
9,6,Donny Osmond,0.11923079733737539,0.11923079733737534,0.11923079733737536,False
9,6,Kelly Osbourne,0.09615340976180302,0.09615340976180309,0.09615340976180306,False
9,7,Mark Dacascos,0.1225071225071225,0.12250712250712248,0.12250712250712249,True
9,7,Michael Irvin,0.1339031339031339,0.1339031339031339,0.1339031339031339,True
9,7,Joanna Krupa,0.15669515669515668,0.15669515669515668,0.15669515669515668,False
9,7,Aaron Carter,0.150997150997151,0.150997150997151,0.150997150997151,False
9,7,Mya,0.1396011396011396,0.13960113960113962,0.13960113960113962,False
9,7,Donny Osmond,0.14814814814814814,0.1481481481481482,0.14814814814814817,False
9,7,Kelly Osbourne,0.14814814814814814,0.1481481481481482,0.14814814814814817,False
9,8,Joanna Krupa,0.1984732824427481,0.1984732824427481,0.1984732824427481,False
9,8,Aaron Carter,0.19083969465648856,0.19083969465648856,0.19083969465648856,True
9,8,Mya,0.22519083969465647,0.22519083969465647,0.22519083969465647,False
9,8,Donny Osmond,0.19083969465648856,0.19083969465648856,0.19083969465648856,False
9,8,Kelly Osbourne,0.1946564885496183,0.19465648854961834,0.1946564885496183,False
9,9,Joanna Krupa,0.2531258701201785,0.2312501699224591,0.24218802002131878,True
9,9,Mya,0.27187499707030244,0.27187499707030244,0.27187499707030244,False
9,9,Donny Osmond,0.23125016992245911,0.2531258701201785,0.2421880200213188,False
9,9,Kelly Osbourne,0.2437489628870599,0.2437489628870599,0.2437489628870599,False
9,10,Mya,0.34320309320309317,0.34320309320309317,0.34320309320309317,False
9,10,Donny Osmond,0.35127769056340485,0.35127769056340485,0.35127769056340485,False
9,10,Kelly Osbourne,0.305519216233502,0.305519216233502,0.305519216233502,False
10,1,Aiden Turner,0.07177033492822966,0.07177033492822966,0.07177033492822966,False
10,1,Shannen Doherty,0.0861244019138756,0.08612440191387562,0.0861244019138756,False
10,1,Niecy Nash,0.0861244019138756,0.08612440191387559,0.0861244019138756,False
10,1,Buzz Aldrin,0.06698564593301436,0.06698564593301427,0.06698564593301432,False
10,1,Chad Ochocinco,0.0861244019138756,0.08612440191387559,0.0861244019138756,False
10,1,Evan Lysacek,0.11004784688995216,0.11004784688995216,0.11004784688995216,False
10,1,Pamela Anderson,0.10047846889952153,0.10047846889952153,0.10047846889952153,False
10,1,Nicole Scherzinger,0.11961722488038277,0.11961722488038277,0.11961722488038277,False
10,1,Erin Andrews,0.10047846889952153,0.10047846889952153,0.10047846889952153,False
10,1,Kate Gosselin,0.07655502392344497,0.076555023923445,0.07655502392344499,False
10,1,Jake Pavelka,0.09569377990430622,0.09569377990430622,0.09569377990430622,False
10,2,Aiden Turner,0.08636363636363636,0.0863636363636363,0.08636363636363634,False
10,2,Shannen Doherty,0.09090909090909091,0.051515151515151465,0.07121212121212118,True
10,2,Niecy Nash,0.09545454545454546,0.0954545454545454,0.09545454545454543,False
10,2,Buzz Aldrin,0.05454545454545454,0.08787878787878789,0.07121212121212121,False
10,2,Chad Ochocinco,0.07272727272727272,0.07272727272727271,0.07272727272727272,False
10,2,Evan Lysacek,0.10909090909090909,0.10909090909090909,0.10909090909090909,False
10,2,Pamela Anderson,0.1,0.10000000000000002,0.1,False
10,2,Nicole Scherzinger,0.12727272727272726,0.12727272727272737,0.12727272727272732,False
10,2,Erin Andrews,0.10454545454545454,0.10454545454545457,0.10454545454545455,False
10,2,Kate Gosselin,0.06818181818181818,0.07424242424242418,0.07121212121212117,False
10,2,Jake Pavelka,0.09090909090909091,0.09090909090909093,0.09090909090909091,False
10,3,Aiden Turner,0.09852216748768473,0.09852216748768473,0.09852216748768473,False
10,3,Niecy Nash,0.10344827586206896,0.10344827586206896,0.10344827586206896,False
10,3,Buzz Aldrin,0.06403940886699508,0.06403940886699508,0.06403940886699508,True
10,3,Chad Ochocinco,0.09852216748768473,0.09852216748768475,0.09852216748768475,False
10,3,Evan Lysacek,0.12807881773399016,0.12807881773399016,0.12807881773399016,False
10,3,Pamela Anderson,0.10344827586206896,0.10344827586206898,0.10344827586206898,False
10,3,Nicole Scherzinger,0.11330049261083744,0.11330049261083744,0.11330049261083744,False
10,3,Erin Andrews,0.11330049261083744,0.11330049261083744,0.11330049261083744,False
10,3,Kate Gosselin,0.07389162561576355,0.07389162561576354,0.07389162561576354,False
10,3,Jake Pavelka,0.10344827586206896,0.10344827586206895,0.10344827586206895,False
10,4,Aiden Turner,0.0889487870619946,0.0862533692722372,0.0876010781671159,True
10,4,Niecy Nash,0.09703504043126684,0.09703504043126684,0.09703504043126684,False
10,4,Chad Ochocinco,0.11859838274932614,0.11859838274932616,0.11859838274932616,False
10,4,Evan Lysacek,0.14016172506738545,0.1401617250673854,0.14016172506738542,False
10,4,Pamela Anderson,0.12668463611859837,0.12668463611859826,0.12668463611859831,False
10,4,Nicole Scherzinger,0.1347708894878706,0.13477088948787064,0.13477088948787064,False
10,4,Erin Andrews,0.10512129380053908,0.10512129380053908,0.10512129380053908,False
10,4,Kate Gosselin,0.0862533692722372,0.08894878706199472,0.08760107816711596,False
10,4,Jake Pavelka,0.10242587601078167,0.10242587601078167,0.10242587601078167,False
10,5,Niecy Nash,0.10404624277456648,0.10404624277456648,0.10404624277456648,False
10,5,Chad Ochocinco,0.10404624277456648,0.10404624277456648,0.10404624277456648,False
10,5,Evan Lysacek,0.15606936416184972,0.15606936416184983,0.15606936416184977,False
10,5,Pamela Anderson,0.12138728323699421,0.12138728323699421,0.12138728323699421,False
10,5,Nicole Scherzinger,0.1676300578034682,0.1676300578034682,0.1676300578034682,False
10,5,Erin Andrews,0.12716763005780346,0.12716763005780327,0.12716763005780335,False
10,5,Kate Gosselin,0.08670520231213873,0.08670520231213873,0.08670520231213873,True
10,5,Jake Pavelka,0.1329479768786127,0.13294797687861284,0.13294797687861276,False
10,6,Niecy Nash,0.12440137359311731,0.12440137359311733,0.12440137359311731,False
10,6,Chad Ochocinco,0.148325377166335,0.148325377166335,0.148325377166335,False
10,6,Evan Lysacek,0.12918703555466454,0.12918703555466457,0.12918703555466454,False
10,6,Pamela Anderson,0.14354019367528983,0.14354019367528978,0.1435401936752898,False
10,6,Nicole Scherzinger,0.17224890226905065,0.17224890226905065,0.17224890226905065,False
10,6,Erin Andrews,0.16267997069846646,0.1626799706984664,0.16267997069846643,False
10,6,Jake Pavelka,0.11961714704307622,0.11961714704307627,0.11961714704307624,True
10,7,Niecy Nash,0.15755627009646303,0.16398713826366554,0.16077170418006428,False
10,7,Chad Ochocinco,0.16720257234726688,0.16720257234726688,0.16720257234726688,False
10,7,Evan Lysacek,0.17363344051446947,0.17363344051446947,0.17363344051446947,False
10,7,Pamela Anderson,0.1639871382636656,0.15755627009646297,0.16077170418006428,True
10,7,Nicole Scherzinger,0.17363344051446947,0.17363344051446947,0.17363344051446947,False
10,7,Erin Andrews,0.1639871382636656,0.1639871382636656,0.1639871382636656,False
10,8,Niecy Nash,0.16996047430830039,0.16996047430830039,0.16996047430830039,True
10,8,Chad Ochocinco,0.17786561264822134,0.17786561264822134,0.17786561264822134,False
10,8,Evan Lysacek,0.20948616600790515,0.20948616600790515,0.20948616600790515,False
10,8,Nicole Scherzinger,0.233201581027668,0.23320158102766797,0.23320158102766797,False
10,8,Erin Andrews,0.20948616600790515,0.20948616600790515,0.20948616600790515,False
10,9,Chad Ochocinco,0.23008849557522124,0.23008849557522124,0.23008849557522124,True
10,9,Evan Lysacek,0.2610619469026549,0.261061946902655,0.26106194690265494,False
10,9,Nicole Scherzinger,0.2610619469026549,0.2610619469026549,0.2610619469026549,False
10,9,Erin Andrews,0.24778761061946902,0.2477876106194689,0.24778761061946897,False
10,10,Evan Lysacek,0.325268368450467,0.325268368450467,0.325268368450467,False
10,10,Nicole Scherzinger,0.3481193038992962,0.34811930389929624,0.34811930389929624,False
10,10,Erin Andrews,0.32661232765023673,0.32661232765023673,0.32661232765023673,False
11,1,David Hasselhoff,0.06607929515418502,0.06607929515418516,0.06607929515418509,True
11,1,Florence Henderson,0.07929515418502203,0.07929515418502203,0.07929515418502203,False
11,1,Kyle Massey,0.1013215859030837,0.1013215859030837,0.1013215859030837,False
11,1,Jennifer Grey,0.10572687224669604,0.10572687224669607,0.10572687224669605,False
11,1,Rick Fox,0.09691629955947137,0.09691629955947147,0.09691629955947142,False
11,1,Kurt Warner,0.08370044052863436,0.08370044052863433,0.08370044052863435,False
11,1,Margaret Cho,0.06607929515418502,0.06607929515418502,0.06607929515418502,False
11,1,Michael Bolton,0.07048458149779736,0.07048458149779736,0.07048458149779736,False
11,1,Brandy,0.1013215859030837,0.10132158590308372,0.10132158590308371,False
11,1,The Situation,0.06607929515418502,0.06607929515418491,0.06607929515418497,False
11,1,Audrina Patridge,0.08370044052863436,0.08370044052863436,0.08370044052863436,False
11,1,Bristol Palin,0.07929515418502203,0.07929515418502203,0.07929515418502203,False
11,2,Florence Henderson,0.08597285067873303,0.08597285067873305,0.08597285067873303,False
11,2,Kyle Massey,0.09954751131221719,0.09954751131221719,0.09954751131221719,False
11,2,Jennifer Grey,0.1085972850678733,0.10859728506787335,0.10859728506787333,False
11,2,Rick Fox,0.09502262443438914,0.09502262443438915,0.09502262443438914,False
11,2,Kurt Warner,0.09502262443438914,0.09502262443438914,0.09502262443438914,False
11,2,Margaret Cho,0.08144796380090498,0.08144796380090498,0.08144796380090498,False
11,2,Michael Bolton,0.05429864253393665,0.05429864253393665,0.05429864253393665,True
11,2,Brandy,0.09502262443438914,0.09502262443438907,0.09502262443438911,False
11,2,The Situation,0.08144796380090498,0.08144796380090498,0.08144796380090498,False
11,2,Audrina Patridge,0.10407239819004525,0.10407239819004517,0.10407239819004521,False
11,2,Bristol Palin,0.09954751131221719,0.09954751131221719,0.09954751131221719,False
11,3,Florence Henderson,0.09049773755656108,0.09049773755656108,0.09049773755656108,False
11,3,Kyle Massey,0.10407239819004525,0.10407239819004516,0.10407239819004521,False
11,3,Jennifer Grey,0.1085972850678733,0.1085972850678733,0.1085972850678733,False
11,3,Rick Fox,0.1085972850678733,0.1085972850678733,0.1085972850678733,False
11,3,Kurt Warner,0.10407239819004525,0.10407239819004525,0.10407239819004525,False
11,3,Margaret Cho,0.08144796380090498,0.08144796380090502,0.081447963800905,True
11,3,Brandy,0.1085972850678733,0.1085972850678733,0.1085972850678733,False
11,3,The Situation,0.09049773755656108,0.09049773755656108,0.09049773755656108,False
11,3,Audrina Patridge,0.11764705882352941,0.1176470588235295,0.11764705882352945,False
11,3,Bristol Palin,0.08597285067873303,0.08597285067873306,0.08597285067873305,False
11,4,Florence Henderson,0.09776536312849161,0.09776536312849161,0.09776536312849161,False
11,4,Kyle Massey,0.11173184357541899,0.11173184357541899,0.11173184357541899,False
11,4,Jennifer Grey,0.1564245810055866,0.1564245810055866,0.1564245810055866,False
11,4,Rick Fox,0.10893854748603352,0.10893854748603349,0.1089385474860335,False
11,4,Kurt Warner,0.09497206703910614,0.0949720670391061,0.09497206703910613,False
11,4,Brandy,0.1340782122905028,0.13407821229050282,0.13407821229050282,False
11,4,The Situation,0.0782122905027933,0.0782122905027933,0.0782122905027933,True
11,4,Audrina Patridge,0.12849162011173185,0.12849162011173187,0.12849162011173187,False
11,4,Bristol Palin,0.0893854748603352,0.0893854748603352,0.0893854748603352,False
11,5,Florence Henderson,0.11538461538461539,0.09890109890109891,0.10714285714285715,True
11,5,Kyle Massey,0.10989010989010989,0.10989010989010989,0.10989010989010989,False
11,5,Jennifer Grey,0.13736263736263737,0.13736263736263737,0.13736263736263737,False
11,5,Rick Fox,0.13186813186813187,0.13186813186813187,0.13186813186813187,False
11,5,Kurt Warner,0.13186813186813187,0.13186813186813187,0.13186813186813187,False
11,5,Brandy,0.14835164835164835,0.14835164835164835,0.14835164835164835,False
11,5,Audrina Patridge,0.12637362637362637,0.12637362637362637,0.12637362637362637,False
11,5,Bristol Palin,0.0989010989010989,0.1153846153846154,0.10714285714285715,False
11,6,Kyle Massey,0.14492754323323798,0.14492754323323798,0.14492754323323798,False
11,6,Jennifer Grey,0.14009709211577046,0.14009709211577046,0.14009709211577046,False
11,6,Rick Fox,0.1449280263266591,0.1449280263266591,0.1449280263266591,False
11,6,Kurt Warner,0.10628006954612891,0.15458892856159412,0.1304344990538615,False
11,6,Brandy,0.17391314849856981,0.17391314849856981,0.17391314849856981,False
