"score_id","performance_id","judge_id","judge_score"
1357,420,1,7.0
1358,420,2,7.0
1359,420,3,7.0
1360,421,1,6.0
1361,421,2,7.0
1362,421,3,6.0
1363,422,1,7.0
1364,422,2,6.0
1365,422,3,6.0
1366,423,1,7.0
1367,423,2,7.0
1368,423,3,7.0
1369,424,1,6.0
1370,424,6,7.0
1371,424,2,7.0
1372,424,3,6.0
1373,425,1,7.0
1374,425,6,7.0
1375,425,2,6.0
1376,425,3,6.0
1377,426,1,9.0
1378,426,6,8.0
1379,426,2,8.0
1380,426,3,8.0
1381,427,1,8.0
1382,427,6,9.0
1383,427,2,8.0
1384,427,3,8.0
1385,428,1,7.0
1386,428,2,6.0
1387,428,3,7.0
1388,429,1,8.0
1389,429,2,7.0
1390,429,3,6.0
1391,430,1,6.0
1392,430,2,7.0
1393,430,3,6.0
1394,431,1,8.0
1395,431,2,9.0
1396,431,3,9.0
1397,432,1,7.0
1398,432,2,7.0
1399,432,5,7.0
1400,432,3,7.0
1401,433,1,5.0
1402,433,2,5.0
1403,433,5,5.0
1404,433,3,6.0
1405,434,1,7.0
1406,434,2,7.0
1407,434,5,7.0
1408,434,3,7.0
1409,435,1,6.0
1410,435,2,5.0
1411,435,5,6.0
1412,435,3,6.0
1413,436,1,4.0
1414,436,2,3.0
1415,436,5,3.0
1416,436,3,3.0
1417,437,1,7.0
1418,437,2,6.0
1419,437,5,6.0
1420,437,3,7.0
1421,438,1,6.0
1422,438,2,7.0
1423,438,5,6.0
1424,438,3,6.0
1425,439,1,6.0
1426,439,2,6.0
1427,439,5,6.0
1428,439,3,6.0
1429,440,1,6.0
1430,440,2,6.0
1431,440,5,6.0
1432,440,3,6.0
1433,441,1,4.0
1434,441,2,4.0
1435,441,3,4.0
1436,442,1,10.0
1437,442,2,8.0
1438,442,3,10.0
1439,443,1,8.0
1440,443,2,7.0
1441,443,3,8.0
1442,444,1,7.0
1443,444,2,7.0
1444,444,3,8.0
1445,445,1,6.0
1446,445,2,5.0
1447,445,3,5.0
1448,446,1,6.0
1449,446,2,5.0
1450,446,3,6.0
1451,447,1,7.0
1452,447,2,7.0
1453,447,3,7.0
1454,448,1,6.0
1455,448,2,6.0
1456,448,3,6.0
1457,449,1,7.0
1458,449,2,6.0
1459,449,3,7.0
1460,450,1,7.0
1461,450,2,7.0
1462,450,4,7.0
1463,450,3,7.0
1464,451,1,7.0
1465,451,2,7.0
1466,451,4,7.0
1467,451,3,7.0
1468,452,1,7.0
1469,452,2,7.0
1470,452,4,7.0
1471,452,3,7.0
1472,453,1,7.0
1473,453,2,6.0
1474,453,4,7.0
1475,453,3,6.0
1476,454,1,7.0
1477,454,2,7.0
1478,454,4,7.0
1479,454,3,7.0
1480,455,1,6.0
1481,455,2,6.0
1482,455,4,6.0
1483,455,3,6.0
1484,456,1,8.0
1485,456,2,8.0
1486,456,4,7.0
1487,456,3,8.0
1488,457,1,7.0
1489,457,2,6.0
1490,457,4,6.0
1491,457,3,7.0
1492,458,1,7.0
1493,458,2,6.0
1494,458,3,7.0
1495,459,1,5.0
1496,459,2,4.0
1497,459,3,4.0
1498,460,1,8.0
1499,460,2,8.0
1500,460,3,8.0
1501,461,1,8.0
1502,461,4,8.0
1503,461,3,8.0
1504,462,1,7.0
1505,462,4,7.0
1506,462,3,7.0
1507,463,1,9.0
1508,463,2,9.0
1509,463,3,9.0
1510,464,1,7.0
1511,464,2,7.0
1512,464,3,7.0
1513,465,1,7.0
1514,465,2,7.0
1515,465,3,7.0
1516,466,1,7.0
1517,466,2,7.0
1518,466,3,7.0
1519,467,1,9.0
1520,467,2,8.0
1521,467,4,8.0
1522,467,3,9.0
1523,468,1,9.0
1524,468,2,8.0
1525,468,4,9.0
1526,468,3,9.0
1527,469,1,6.0
1528,469,2,6.0
1529,469,4,6.0
1530,469,3,6.0
1531,470,1,7.0
1532,470,2,7.0
1533,470,3,7.0
1534,471,1,9.0
1535,471,2,9.0
1536,471,3,9.0
1537,472,1,8.0
1538,472,2,8.0
1539,472,3,8.0
1540,473,1,7.0
1541,473,2,7.0
1542,473,3,7.0
1543,474,1,8.0
1544,474,2,8.0
1545,474,3,8.0
1546,475,1,7.0
1547,475,2,6.0
1548,475,3,6.0
1549,476,1,8.5
1550,476,2,8.0
1551,476,3,8.5
1552,477,1,7.5
1553,477,2,7.0
1554,477,3,7.5
1555,478,1,8.5
1556,478,2,8.5
1557,478,3,8.5
1558,479,1,8.0
1559,479,2,8.0
1560,479,3,8.0
1561,480,1,5.0
1562,480,2,5.0
1563,480,3,5.0
1564,481,1,8.0
1565,481,2,9.0
1566,481,3,8.0
1567,483,1,6.0
1568,483,2,6.0
1569,483,3,6.0
1570,484,1,8.0
1571,484,2,7.0
1572,484,3,8.0
1573,485,1,6.0
1574,485,2,5.0
1575,485,3,6.0
1576,486,1,8.0
1577,486,2,8.0
1578,486,3,8.0
1579,487,1,6.0
1580,487,2,5.0
1581,487,3,6.0
1582,488,1,9.0
1583,488,2,8.0
1584,488,3,9.0
1585,489,1,6.0
1586,489,2,6.0
1587,489,3,7.0
1588,490,1,8.0
1589,490,2,7.0
1590,490,3,8.0
1591,491,1,5.0
1592,491,2,5.0
1593,491,3,5.0
1594,492,1,8.0
1595,492,2,7.0
1596,492,3,8.0
1597,493,1,6.0
1598,493,2,6.0
1599,493,3,6.0
1600,494,1,6.0
1601,494,2,6.0
1602,494,3,6.0
1603,495,1,7.0
1604,495,2,7.0
1605,495,3,8.0
1606,496,1,8.0
1607,496,2,8.0
1608,496,3,9.0
1609,497,1,6.0
1610,497,2,5.0
1611,497,3,6.0
1612,498,1,8.0
1613,498,2,8.0
1614,498,3,8.0
1615,499,1,7.0
1616,499,2,8.0
1617,499,3,7.0
1618,500,1,9.0
1619,500,2,9.0
1620,500,3,9.0
1621,501,1,7.0
1622,501,2,7.0
1623,501,3,8.0
1624,502,1,8.0
1625,502,2,9.0
1626,502,3,8.0
1627,503,1,6.0
1628,503,2,6.0
1629,503,3,6.0
1630,504,1,7.0
1631,504,2,6.0
1632,504,3,7.0
1633,505,1,6.0
1634,505,2,5.0
1635,505,3,6.0
1636,506,1,7.0
1637,506,2,8.0
1638,506,3,8.0
1639,507,1,8.0
1640,507,2,8.0
1641,507,3,8.0
1642,508,1,9.0
1643,508,2,9.0
1644,508,3,9.0
1645,509,1,9.0
1646,509,2,8.0
1647,509,3,9.0
1648,510,1,7.0
1649,510,2,7.0
1650,510,3,7.0
1651,511,1,4.0
1652,511,2,5.0
1653,511,3,3.0
1654,512,1,8.0
1655,512,2,8.0
1656,512,3,7.0
1657,513,1,8.0
1658,513,2,8.0
1659,513,3,8.0
1660,514,1,6.0
1661,514,2,6.0
1662,514,3,6.0
1663,515,1,9.0
1664,515,6,10.0
1665,515,2,9.0
1666,515,3,9.0
1667,516,1,8.0
1668,516,6,9.0
1669,516,2,8.0
1670,516,3,8.0
1671,517,1,9.0
1672,517,6,9.0
1673,517,2,9.0
1674,517,3,10.0
1675,518,1,9.0
1676,518,7,9.0
1677,518,2,8.0
1678,518,3,9.0
1679,519,1,7.0
1680,519,2,7.0
1681,519,3,7.0
1682,520,1,7.0
1683,520,2,7.0
1684,520,3,7.0
1685,521,1,6.0
1686,521,2,5.0
1687,521,3,6.0
1688,522,1,5.0
1689,522,2,6.0
1690,522,3,6.0
1691,523,1,5.0
1692,523,2,4.0
1693,523,3,5.0
1694,524,1,5.0
1695,524,2,4.0
1696,524,3,4.0
1697,525,1,5.0
1698,525,2,4.0
1699,525,5,4.0
1700,525,3,5.0
1701,526,1,7.0
1702,526,2,7.0
1703,526,5,7.0
1704,526,3,7.0
1705,527,1,8.0
1706,527,2,8.0
1707,527,5,8.0
1708,527,3,8.0
1709,528,1,7.0
1710,528,2,6.0
1711,528,5,6.0
1712,528,3,6.0
1713,529,1,8.0
1714,529,2,7.0
1715,529,5,7.0
1716,529,3,7.0
1717,530,1,5.0
1718,530,2,5.0
1719,530,5,6.0
1720,530,3,6.0
1721,531,1,6.0
1722,531,2,5.0
1723,531,3,5.0
1724,532,1,5.0
1725,532,2,5.0
1726,532,3,5.0
1727,533,1,9.0
1728,533,2,8.0
1729,533,3,9.0
1730,534,1,6.0
1731,534,2,6.0
1732,534,3,6.0
1733,535,1,8.0
1734,535,2,5.0
1735,535,3,8.0
1736,536,1,6.0
1737,536,2,5.0
1738,536,3,5.0
1739,537,1,7.0
1740,537,2,6.0
1741,537,3,6.0
1742,538,1,6.0
1743,538,2,4.0
1744,538,3,5.0
1745,539,1,8.0
1746,539,2,8.0
1747,539,3,8.0
1748,540,1,6.0
1749,540,2,5.0
1750,540,3,6.0
1751,541,1,6.0
1752,541,2,7.0
1753,541,3,7.0
1754,542,1,7.0
1755,542,2,7.0
1756,542,4,7.0
1757,542,3,7.0
1758,543,1,6.0
1759,543,2,6.0
1760,543,4,7.0
1761,543,3,6.0
1762,544,1,7.0
1763,544,2,5.0
1764,544,4,7.0
1765,544,3,6.0
1766,545,1,8.0
1767,545,2,6.0
1768,545,4,8.0
1769,545,3,8.0
1770,546,1,8.0
1771,546,2,6.0
1772,546,4,8.0
1773,546,3,7.0
1774,547,1,8.0
1775,547,2,8.0
1776,547,4,8.0
1777,547,3,8.0
1778,548,1,8.0
1779,548,2,7.0
1780,548,4,8.0
1781,548,3,8.0
1782,549,1,8.0
1783,549,2,8.0
1784,549,4,8.0
1785,549,3,8.0
1786,550,1,7.0
1787,550,2,6.0
1788,550,4,7.0
1789,550,3,7.0
1790,551,1,7.0
1791,551,2,8.0
1792,551,4,7.0
1793,551,3,7.0
1794,552,1,6.0
1795,552,2,5.0
1796,552,4,6.0
1797,552,3,5.0
1798,553,1,7.0
1799,553,2,7.0
1800,553,4,7.0
1801,553,3,7.0
1802,554,1,6.0
1803,554,2,6.0
1804,554,4,6.0
1805,554,3,6.0
1806,555,1,6.0
1807,555,2,6.0
1808,555,3,7.0
1809,556,1,7.0
1810,556,2,6.0
1811,556,3,6.0
1812,557,1,7.0
1813,557,2,6.0
1814,557,3,7.0
1815,558,1,7.0
1816,558,4,6.0
1817,558,3,6.0
1818,559,1,8.0
1819,559,4,7.0
1820,559,3,7.0
1821,560,1,5.0
1822,560,4,5.0
1823,560,3,5.0
1824,561,1,7.0
1825,561,4,7.0
1826,561,3,7.0
1827,562,1,7.0
1828,562,2,7.0
1829,562,3,7.0
1830,563,1,9.0
1831,563,2,8.0
1832,563,3,9.0
1833,564,1,9.0
1834,564,2,9.0
1835,564,3,9.0
1836,565,1,7.0
1837,565,2,7.0
1838,565,4,7.0
1839,565,3,7.0
1840,566,1,8.0
1841,566,2,8.0
1842,566,4,8.0
1843,566,3,8.0
1844,567,1,8.0
1845,567,2,9.0
1846,567,4,8.0
1847,567,3,8.0
1848,568,1,7.0
1849,568,2,6.0
1850,568,3,7.0
1851,569,1,6.0
1852,569,2,5.0
1853,569,3,5.0
1854,570,1,7.0
1855,570,2,7.0
1856,570,3,7.0
1857,571,1,7.0
1858,571,2,8.0
1859,571,3,8.0
1860,572,1,9.0
1861,572,2,9.0
1862,572,3,9.0
1863,573,1,7.0
1864,573,2,8.0
1865,573,3,7.0
1866,574,1,7.0
1867,574,2,7.0
1868,574,3,8.0
1869,575,1,7.0
1870,575,2,7.0
1871,575,3,7.0
1872,576,1,8.0
1873,576,2,8.0
1874,576,3,8.0
1875,577,1,7.0
1876,577,2,7.0
1877,577,3,7.0
1878,578,1,8.0
1879,578,2,8.0
1880,578,3,8.0
1881,579,1,9.0
1882,579,2,8.0
1883,579,3,8.0
1884,580,1,9.0
1885,580,2,7.0
1886,580,3,9.0
1887,581,1,7.0
1888,581,2,7.0
1889,581,3,7.0
1890,582,1,7.0
1891,582,2,7.0
1892,582,3,7.0
1893,583,1,6.0
1894,583,2,8.0
1895,583,3,7.0
1896,584,1,7.0
1897,584,2,7.0
1898,584,3,8.0
1899,585,1,8.0
1900,585,2,8.0
1901,585,3,8.0
1902,586,1,8.0
1903,586,2,8.0
1904,586,3,8.0
1905,587,1,9.0
1906,587,2,8.0
1907,587,3,9.0
1908,588,1,7.0
1909,588,2,6.0
1910,588,3,7.0
1911,589,1,7.0
1912,589,2,6.0
1913,589,3,7.0
1914,590,1,8.0
1915,590,2,8.0
1916,590,3,8.0
1917,591,1,7.0
1918,591,2,7.0
1919,591,3,7.0
1920,592,1,9.0
1921,592,2,7.0
1922,592,3,9.0
1923,593,1,8.0
1924,593,2,8.0
1925,593,3,8.0
1926,594,1,9.0
1927,594,2,9.0
1928,594,3,9.0
1929,595,1,6.0
1930,595,2,4.0
1931,595,3,4.0
1932,596,1,9.0
1933,596,2,8.0
1934,596,3,9.0
1935,597,1,7.0
1936,597,2,7.0
1937,597,3,7.0
1938,598,1,7.0
1939,598,2,8.0
1940,598,3,8.0
1941,599,1,6.0
1942,599,2,5.0
1943,599,3,6.0
1944,600,1,7.0
1945,600,2,7.0
1946,600,3,7.0
1947,601,1,8.0
1948,601,2,7.0
1949,601,3,8.0
1950,602,1,8.0
1951,602,2,8.0
1952,602,3,8.0
1953,603,1,5.0
1954,603,2,6.0
1955,603,3,5.0
1956,604,1,7.0
1957,604,2,6.0
1958,604,3,7.0
1959,605,1,7.0
1960,605,2,7.0
1961,605,3,7.0
1962,606,1,8.0
1963,606,2,8.0
1964,606,3,9.0
1965,607,1,7.0
1966,607,2,6.0
1967,607,3,8.0
1968,608,1,8.0
1969,608,2,8.0
1970,608,3,8.0
1971,609,1,7.0
1972,609,2,7.0
1973,609,3,7.0
1974,610,1,8.0
1975,610,2,7.0
1976,610,3,7.0
1977,611,1,7.0
1978,611,2,7.0
1979,611,3,7.0
1980,612,1,6.0
1981,612,2,6.0
1982,612,3,6.0
1983,613,1,7.0
1984,613,7,8.0
1985,613,2,7.0
1986,613,3,7.0
1987,614,1,8.0
1988,614,7,9.0
1989,614,2,7.0
1990,614,3,9.0
1991,615,1,8.0
1992,615,7,9.0
1993,615,2,8.0
1994,615,3,8.0
1995,616,1,10.0
1996,616,7,10.0
1997,616,2,9.0
1998,616,3,10.0
1999,617,1,7.0
2000,617,2,6.0
2001,617,3,6.0
2002,618,1,7.0
2003,618,2,6.0
2004,618,3,7.0
2005,619,1,8.0
2006,619,2,8.0
2007,619,3,8.0
2008,620,1,8.0
2009,620,2,7.0
2010,620,3,8.0
2011,621,1,8.0
2012,621,2,9.0
2013,621,3,9.0
2014,622,1,6.0
2015,622,2,7.0
2016,622,3,8.0
2017,623,1,9.0
2018,623,2,8.0
2019,623,3,7.0
2020,624,1,7.0
2021,624,2,7.0
2022,624,3,8.0
2023,625,1,7.0
2024,625,2,6.0
2025,625,5,7.0
2026,625,3,7.0
2027,626,1,6.0
2028,626,2,6.0
2029,626,5,7.0
2030,626,3,7.0
2031,627,1,7.0
2032,627,2,7.0
2033,627,5,7.0
2034,627,3,7.0
2035,628,1,6.0
2036,628,2,5.0
2037,628,5,6.0
2038,628,3,6.0
2039,629,1,7.0
2040,629,2,6.0
2041,629,5,7.0
2042,629,3,7.0
2043,630,1,6.0
2044,630,2,6.0
2045,630,5,6.0
2046,630,3,6.0
2047,631,1,5.0
2048,631,2,4.0
2049,631,3,4.0
2050,632,1,7.0
2051,632,2,7.0
2052,632,3,7.0
2053,633,1,7.0
2054,633,2,7.0
2055,633,3,7.0
2056,634,1,7.0
2057,634,2,6.0
2058,634,3,7.0
2059,635,1,8.0
2060,635,2,8.0
2061,635,3,8.0
2062,636,1,7.0
2063,636,2,8.0
2064,636,3,8.0
2065,639,1,7.0
2066,639,2,6.0
2067,639,3,7.0
2068,640,1,5.0
2069,640,2,4.0
2070,640,3,5.0
2071,641,1,8.0
2072,641,2,7.0
2073,641,3,8.0
2074,642,1,9.0
2075,642,2,8.0
2076,642,3,9.0
2077,643,1,7.0
2078,643,2,7.0
2079,643,4,7.0
2080,643,3,8.0
2081,644,1,6.0
2082,644,2,5.0
2083,644,4,6.0
2084,644,3,5.0
2085,645,1,8.0
2086,645,2,8.0
2087,645,4,8.0
2088,645,3,8.0
2089,646,1,8.0
2090,646,2,8.0
2091,646,4,8.0
2092,646,3,8.0
2093,647,1,9.0
2094,647,2,8.0
2095,647,4,8.0
2096,647,3,9.0
2097,648,1,8.0
2098,648,2,8.0
2099,648,4,8.0
2100,648,3,8.0
2101,649,1,7.0
2102,649,2,7.0
2103,649,4,7.0
2104,649,3,7.0
2105,650,1,6.0
2106,650,2,6.0
2107,650,4,6.0
2108,650,3,6.0
2109,651,1,6.0
2110,651,2,7.0
2111,651,4,6.0
2112,651,3,7.0
2113,652,1,8.0
2114,652,2,7.0
2115,652,4,8.0
2116,652,3,8.0
2117,653,1,8.0
2118,653,2,7.0
2119,653,4,7.0
2120,653,3,8.0
2121,654,1,5.0
2122,654,2,5.0
2123,654,3,5.0
2124,655,1,7.0
2125,655,2,6.0
2126,655,3,7.0
2127,656,1,8.0
2128,656,2,8.0
2129,656,3,8.0
2130,657,1,7.0
2131,657,4,6.0
2132,657,3,6.0
2133,658,1,8.0
2134,658,4,7.0
2135,658,3,8.0
2136,659,1,8.0
2137,659,4,8.0
2138,659,3,8.0
2139,660,1,8.0
2140,660,2,7.0
2141,660,3,8.0
2142,661,1,6.0
2143,661,2,7.0
2144,661,3,7.0
2145,662,1,9.0
2146,662,2,8.0
2147,662,3,9.0
2148,663,1,9.0
2149,663,2,9.0
2150,663,3,9.0
2151,664,1,7.0
2152,664,2,7.0
2153,664,4,7.0
2154,664,3,7.0
2155,665,1,8.0
2156,665,2,7.0
2157,665,4,8.0
2158,665,3,8.0
2159,666,1,7.0
2160,666,2,7.0
2161,666,4,7.0
2162,666,3,7.0
2163,667,1,8.0
2164,667,2,8.0
2165,667,3,8.0
2166,668,1,8.0
2167,668,2,8.0
2168,668,3,8.0
2169,669,1,8.0
2170,669,2,8.0
2171,669,3,8.0
2172,670,1,8.0
2173,670,2,8.0
2174,670,3,8.0
2175,671,1,8.0
2176,671,2,9.0
2177,671,3,8.0
2178,672,1,8.0
2179,672,2,6.0
2180,672,3,8.0
2181,673,1,9.0
2182,673,2,9.0
2183,673,3,9.0
2184,674,1,8.0
2185,674,2,6.0
2186,674,3,8.0
2187,675,1,8.5
2188,675,2,8.5
2189,675,3,8.5
2190,676,1,9.0
2191,676,2,9.0
2192,676,3,9.0
2193,677,1,7.0
2194,677,2,7.0
2195,677,3,7.0
2196,678,1,7.0
2197,678,2,7.0
2198,678,3,8.0
2199,679,1,9.0
2200,679,2,9.0
2201,679,8,9.0
2202,679,3,9.0
2203,680,1,8.0
2204,680,2,8.0
2205,680,3,8.0
2206,681,1,9.0
2207,681,2,8.0
2208,681,3,9.0
2209,682,1,8.0
2210,682,2,9.0
2211,682,3,8.0
2212,683,1,9.0
2213,683,2,9.0
2214,683,3,9.0
2215,684,1,6.0
2216,684,2,5.0
2217,684,3,5.0
2218,685,1,6.0
2219,685,2,6.0
2220,685,3,6.0
2221,686,1,5.0
2222,686,2,5.0
2223,686,3,6.0
2224,687,1,9.0
2225,687,2,8.0
2226,687,3,9.0
2227,688,1,7.0
2228,688,2,8.0
2229,688,3,8.0
2230,689,1,9.0
2231,689,2,9.0
2232,689,3,9.0
2233,690,1,8.0
2234,690,2,8.0
2235,690,3,8.0
2236,691,1,8.0
2237,691,2,8.0
2238,691,3,9.0
2239,692,1,8.0
2240,692,2,8.0
2241,692,3,8.0
2242,693,1,9.0
2243,693,2,8.0
2244,693,3,8.0
2245,694,1,4.0
2246,694,2,2.0
2247,694,3,2.0
2248,695,1,8.0
2249,695,2,9.0
2250,695,3,9.0
2251,696,1,5.0
2252,696,2,5.0
2253,696,3,5.0
2254,697,1,6.0
2255,697,2,6.0
2256,697,3,5.0
2257,698,1,7.0
2258,698,2,7.0
2259,698,3,7.0
2260,699,1,7.0
2261,699,2,6.0
2262,699,3,6.0
2263,700,1,5.0
2264,700,2,5.0
2265,700,3,5.0
2266,701,1,7.0
2267,701,2,7.0
2268,701,3,7.0
2269,702,1,6.0
2270,702,2,7.0
2271,702,3,6.0
2272,703,1,8.0
2273,703,2,9.0
2274,703,3,9.0
2275,704,1,8.0
2276,704,2,7.0
2277,704,3,8.0
2278,705,1,7.0
2279,705,2,8.0
2280,705,3,7.0
2281,706,1,8.0
2282,706,2,8.0
2283,706,3,8.0
2284,707,1,9.0
2285,707,7,9.0
2286,707,2,9.0
2287,707,3,9.0
2288,709,1,7.0
2289,709,2,6.0
2290,709,3,7.0
2291,710,1,8.0
2292,710,2,8.0
2293,710,3,7.0
2294,711,1,8.0
2295,711,2,8.0
2296,711,3,8.0
2297,712,1,7.0
2298,712,2,6.0
2299,712,3,7.0
2300,713,1,7.0
2301,713,2,7.0
2302,713,5,7.0
2303,713,3,8.0
2304,714,1,8.0
2305,714,2,8.0
2306,714,5,8.0
2307,714,3,8.0
2308,715,1,7.0
2309,715,2,6.0
2310,715,5,7.0
2311,715,3,7.0
2312,716,1,8.0
2313,716,2,8.0
2314,716,5,8.0
2315,716,3,8.0
2316,717,1,7.0
2317,717,2,7.0
2318,717,5,7.0
2319,717,3,7.0
2320,718,1,7.0
2321,718,2,5.0
2322,718,5,7.0
2323,718,3,7.0
2324,719,1,6.0
2325,719,2,5.0
2326,719,5,6.0
2327,719,3,6.0
2328,720,1,6.0
2329,720,2,6.0
2330,720,5,6.0
2331,720,3,6.0
2332,721,1,7.0
2333,721,2,7.0
2334,721,3,7.0
2335,722,1,7.0
2336,722,2,6.0
2337,722,3,7.0
2338,723,1,8.0
2339,723,2,7.0
2340,723,3,8.0
2341,724,1,5.0
2342,724,2,5.0
2343,724,3,5.0
2344,725,1,8.0
2345,725,2,6.0
2346,725,3,9.0
2347,730,1,9.0
2348,730,2,9.0
2349,730,3,9.0
2350,731,1,5.0
2351,731,2,6.0
2352,731,3,6.0
2353,732,1,6.0
2354,732,2,5.0
2355,732,4,6.0
2356,732,3,5.0
2357,733,1,7.0
2358,733,2,6.0
2359,733,4,7.0
2360,733,3,7.0
2361,734,1,7.0
2362,734,2,6.0
2363,734,4,7.0
2364,734,3,6.0
2365,735,1,8.0
2366,735,2,9.0
2367,735,4,8.0
2368,735,3,8.0
2369,736,1,8.0
2370,736,2,8.0
2371,736,4,8.0
2372,736,3,8.0
2373,737,1,7.0
2374,737,2,7.0
2375,737,4,7.0
2376,737,3,8.0
2377,738,1,7.0
2378,738,2,8.0
2379,738,4,7.0
2380,738,3,7.0
2381,739,1,6.0
2382,739,2,6.0
2383,739,4,6.0
2384,739,3,6.0
2385,740,1,7.0
2386,740,2,6.0
2387,740,3,7.0
2388,741,1,7.0
2389,741,2,7.0
2390,741,3,7.0
2391,742,1,7.0
2392,742,2,7.0
2393,742,3,7.0
2394,743,1,6.0
2395,743,4,5.0
2396,743,3,6.0
2397,744,1,8.0
2398,744,4,8.0
2399,744,3,8.0
2400,745,1,6.0
2401,745,4,6.0
2402,745,3,6.0
2403,746,1,8.0
2404,746,4,8.0
2405,746,3,8.0
2406,747,1,9.0
2407,747,4,8.0
2408,747,3,8.0
2409,748,1,6.0
2410,748,2,6.0
2411,748,3,6.0
2412,749,1,7.0
2413,749,2,7.0
2414,749,3,7.0
2415,750,1,9.0
2416,750,2,9.0
2417,750,3,9.0
2418,751,1,8.0
2419,751,2,8.0
2420,751,3,8.0
2421,752,1,7.0
2422,752,2,7.0
2423,752,4,8.0
2424,752,3,8.0
2425,753,1,8.0
2426,753,2,7.0
2427,753,4,8.0
2428,753,3,8.0
2429,754,1,7.0
2430,754,9,7.0
2431,754,4,6.0
2432,754,3,6.0
2433,755,1,7.0
2434,755,2,7.0
2435,755,3,7.0
2436,756,1,7.0
2437,756,2,7.0
2438,756,3,7.0
2439,757,1,8.0
2440,757,2,8.0
2441,757,3,8.0
2442,758,1,9.0
2443,758,2,8.0
2444,758,3,8.5
2445,759,1,9.0
2446,759,2,9.0
2447,759,3,9.0
2448,760,1,8.0
2449,760,2,8.0
2450,760,3,8.0
2451,761,1,8.5
2452,761,2,8.5
2453,761,3,8.5
2454,762,1,8.5
2455,762,2,8.0
2456,762,3,8.5
2457,763,1,8.0
2458,763,2,7.0
2459,763,8,8.0
2460,763,3,8.0
2461,764,1,9.0
2462,764,2,8.0
2463,764,8,9.0
2464,764,3,9.0
2465,765,1,9.0
2466,765,2,9.0
2467,765,8,9.0
2468,765,3,9.0
2469,766,1,8.0
2470,766,2,9.0
2471,766,3,9.0
2472,767,1,6.0
2473,767,2,6.0
2474,767,3,6.0
2475,768,1,8.0
2476,768,2,8.0
2477,768,3,8.0
2478,769,1,8.0
2479,769,2,7.0
2480,769,3,8.0
2481,770,1,8.0
2482,770,2,8.0
2483,770,3,8.0
2484,771,1,8.0
2485,771,2,8.0
2486,771,3,8.0
2487,772,1,7.0
2488,772,2,7.0
2489,772,3,8.0
2490,773,1,9.0
2491,773,2,8.0
2492,773,3,9.0
2493,774,1,6.0
2494,774,2,6.0
2495,774,3,6.0
2496,775,1,7.0
2497,775,2,7.0
2498,775,3,7.0
2499,776,1,7.0
2500,776,2,7.0
2501,776,3,7.0
2502,777,1,8.0
2503,777,2,9.0
2504,777,3,8.0
2505,778,1,8.0
2506,778,2,7.0
2507,778,3,8.0
2508,779,1,10.0
2509,779,2,9.0
2510,779,3,10.0
2511,780,1,8.0
2512,780,2,8.0
2513,780,3,8.0
2514,781,1,8.0
2515,781,2,8.0
2516,781,3,8.0
2517,782,1,9.0
2518,782,2,8.0
2519,782,3,8.0
2520,783,1,9.0
2521,783,2,9.0
2522,783,3,10.0
2523,784,1,8.0
2524,784,2,8.0
2525,784,3,8.0
2526,785,1,9.0
2527,785,2,9.0
2528,785,3,8.0
2529,786,1,10.0
2530,786,2,10.0
2531,786,3,10.0
2532,787,1,7.0
2533,787,2,8.0
2534,787,3,8.0
2535,788,1,7.0
2536,788,2,7.0
2537,788,3,7.0
2538,789,1,8.0
2539,789,2,7.0
2540,789,3,8.0
2541,790,1,7.0
2542,790,2,6.0
2543,790,3,7.0
2544,791,1,9.0
2545,791,2,8.0
2546,791,3,8.0
2547,792,1,8.0
2548,792,2,8.0
2549,792,3,8.0
2550,793,1,7.0
2551,793,2,7.0
2552,793,3,7.0
2553,794,1,7.0
2554,794,2,7.0
2555,794,3,7.0
2556,795,1,9.0
2557,795,2,9.0
2558,795,3,9.0
2559,796,1,10.0
2560,796,2,9.0
2561,796,3,10.0
2562,797,1,7.0
2563,797,2,6.0
2564,797,3,7.0
2565,798,1,8.0
2566,798,2,8.0
2567,798,3,7.0
2568,799,1,6.0
2569,799,2,6.0
2570,799,3,6.0
2571,800,1,8.0
2572,800,2,9.0
2573,800,3,9.0
2574,801,1,6.0
2575,801,2,6.0
2576,801,3,7.0
2577,807,1,6.0
2578,807,2,6.0
2579,807,3,7.0
2580,808,1,8.0
2581,808,2,8.0
2582,808,3,8.0
2583,809,1,6.0
2584,809,2,6.0
2585,809,3,6.0
2586,810,1,7.0
2587,810,2,9.0
2588,810,3,9.0
2589,811,1,7.0
2590,811,2,8.0
2591,811,3,6.0
2592,812,1,9.0
2593,812,2,9.0
2594,812,3,8.0
2595,813,1,5.0
2596,813,2,6.0
2597,813,5,5.0
2598,813,3,5.0
2599,814,1,6.0
2600,814,2,6.0
2601,814,5,6.0
2602,814,3,6.0
2603,815,1,7.0
2604,815,2,7.0
2605,815,5,7.0
2606,815,3,7.0
2607,816,1,7.0
2608,816,2,7.0
2609,816,5,8.0
2610,816,3,8.0
2611,817,1,7.0
2612,817,2,6.0
2613,817,5,7.0
2614,817,3,7.0
2615,818,1,8.0
2616,818,2,8.0
2617,818,5,8.0
2618,818,3,8.0
2619,819,1,8.0
2620,819,2,8.0
2621,819,5,7.0
2622,819,3,8.0
2623,823,1,6.0
2624,823,2,7.0
2625,823,3,7.0
2626,824,1,6.0
